queue_rank,set_key,set_name,card_number,card_name,stamp_label,variant_key,blocker_class,source_state,accepted_evidence_rule,rejected_evidence_rule,general_web_url,image_search_url,ebay_active_url,ebay_sold_url,worthpoint_url,tcgplayer_url,pricecharting_url
43,hgss4,HS—Triumphant,85,Black Belt,League Stamp,league_stamp,exact_finish_binding_missing,marketplace_title_review_exhausted,Accept only if one source proves set + card number + card name + exact stamp/variant + active finish on the same listing/page/scan.,"Reject title-only, generic stamp-family, set-wide, era-wide, or finish-inferred evidence.",https://www.google.com/search?q=%22Black%20Belt%22%20%2285%22%20%22HS%E2%80%94Triumphant%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.google.com/search?tbm=isch&q=%22Black%20Belt%22%20%2285%22%20%22HS%E2%80%94Triumphant%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.ebay.com/sch/i.html?_nkw=%22Black%20Belt%22%20%2285%22%20%22HS%E2%80%94Triumphant%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.ebay.com/sch/i.html?_nkw=%22Black%20Belt%22%20%2285%22%20%22HS%E2%80%94Triumphant%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos&LH_Sold=1&LH_Complete=1,https://www.worthpoint.com/inventory/search?query=%22Black%20Belt%22%20%2285%22%20%22HS%E2%80%94Triumphant%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.tcgplayer.com/search/pokemon/product?productLineName=pokemon&q=%22Black%20Belt%22%20%2285%22%20%22HS%E2%80%94Triumphant%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.pricecharting.com/search-products?q=%22Black%20Belt%22%20%2285%22%20%22HS%E2%80%94Triumphant%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos&type=prices
44,hgss4,HS—Triumphant,88,Seeker,League Stamp,league_stamp,exact_finish_binding_missing,marketplace_title_review_exhausted,Accept only if one source proves set + card number + card name + exact stamp/variant + active finish on the same listing/page/scan.,"Reject title-only, generic stamp-family, set-wide, era-wide, or finish-inferred evidence.",https://www.google.com/search?q=%22Seeker%22%20%2288%22%20%22HS%E2%80%94Triumphant%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.google.com/search?tbm=isch&q=%22Seeker%22%20%2288%22%20%22HS%E2%80%94Triumphant%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.ebay.com/sch/i.html?_nkw=%22Seeker%22%20%2288%22%20%22HS%E2%80%94Triumphant%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.ebay.com/sch/i.html?_nkw=%22Seeker%22%20%2288%22%20%22HS%E2%80%94Triumphant%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos&LH_Sold=1&LH_Complete=1,https://www.worthpoint.com/inventory/search?query=%22Seeker%22%20%2288%22%20%22HS%E2%80%94Triumphant%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.tcgplayer.com/search/pokemon/product?productLineName=pokemon&q=%22Seeker%22%20%2288%22%20%22HS%E2%80%94Triumphant%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.pricecharting.com/search-products?q=%22Seeker%22%20%2288%22%20%22HS%E2%80%94Triumphant%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos&type=prices
45,pl2,Rising Rivals,96,Team Galactic's Invention G-109 SP Radar,League Stamp,league_stamp,exact_finish_binding_missing,marketplace_title_review_exhausted,Accept only if one source proves set + card number + card name + exact stamp/variant + active finish on the same listing/page/scan.,"Reject title-only, generic stamp-family, set-wide, era-wide, or finish-inferred evidence.",https://www.google.com/search?q=%22Team%20Galactic's%20Invention%20G-109%20SP%20Radar%22%20%2296%22%20%22Rising%20Rivals%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.google.com/search?tbm=isch&q=%22Team%20Galactic's%20Invention%20G-109%20SP%20Radar%22%20%2296%22%20%22Rising%20Rivals%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.ebay.com/sch/i.html?_nkw=%22Team%20Galactic's%20Invention%20G-109%20SP%20Radar%22%20%2296%22%20%22Rising%20Rivals%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.ebay.com/sch/i.html?_nkw=%22Team%20Galactic's%20Invention%20G-109%20SP%20Radar%22%20%2296%22%20%22Rising%20Rivals%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos&LH_Sold=1&LH_Complete=1,https://www.worthpoint.com/inventory/search?query=%22Team%20Galactic's%20Invention%20G-109%20SP%20Radar%22%20%2296%22%20%22Rising%20Rivals%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.tcgplayer.com/search/pokemon/product?productLineName=pokemon&q=%22Team%20Galactic's%20Invention%20G-109%20SP%20Radar%22%20%2296%22%20%22Rising%20Rivals%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.pricecharting.com/search-products?q=%22Team%20Galactic's%20Invention%20G-109%20SP%20Radar%22%20%2296%22%20%22Rising%20Rivals%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos&type=prices
46,pl3,Supreme Victors,5,Garchomp,League Stamp,league_stamp,exact_finish_binding_missing,marketplace_title_review_exhausted,Accept only if one source proves set + card number + card name + exact stamp/variant + active finish on the same listing/page/scan.,"Reject title-only, generic stamp-family, set-wide, era-wide, or finish-inferred evidence.",https://www.google.com/search?q=%22Garchomp%22%20%225%22%20%22Supreme%20Victors%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.google.com/search?tbm=isch&q=%22Garchomp%22%20%225%22%20%22Supreme%20Victors%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.ebay.com/sch/i.html?_nkw=%22Garchomp%22%20%225%22%20%22Supreme%20Victors%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.ebay.com/sch/i.html?_nkw=%22Garchomp%22%20%225%22%20%22Supreme%20Victors%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos&LH_Sold=1&LH_Complete=1,https://www.worthpoint.com/inventory/search?query=%22Garchomp%22%20%225%22%20%22Supreme%20Victors%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.tcgplayer.com/search/pokemon/product?productLineName=pokemon&q=%22Garchomp%22%20%225%22%20%22Supreme%20Victors%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.pricecharting.com/search-products?q=%22Garchomp%22%20%225%22%20%22Supreme%20Victors%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos&type=prices
47,sm1,Sun & Moon,123,Nest Ball,League Cup Staff Stamp,league_cup_staff_stamp,exact_finish_binding_missing,marketplace_title_review_exhausted,Accept only if one source proves set + card number + card name + exact stamp/variant + active finish on the same listing/page/scan.,"Reject title-only, generic stamp-family, set-wide, era-wide, or finish-inferred evidence.",https://www.google.com/search?q=%22Nest%20Ball%22%20%22123%22%20%22Sun%20%26%20Moon%22%20%22League%20Cup%20Staff%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.google.com/search?tbm=isch&q=%22Nest%20Ball%22%20%22123%22%20%22Sun%20%26%20Moon%22%20%22League%20Cup%20Staff%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.ebay.com/sch/i.html?_nkw=%22Nest%20Ball%22%20%22123%22%20%22Sun%20%26%20Moon%22%20%22League%20Cup%20Staff%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.ebay.com/sch/i.html?_nkw=%22Nest%20Ball%22%20%22123%22%20%22Sun%20%26%20Moon%22%20%22League%20Cup%20Staff%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos&LH_Sold=1&LH_Complete=1,https://www.worthpoint.com/inventory/search?query=%22Nest%20Ball%22%20%22123%22%20%22Sun%20%26%20Moon%22%20%22League%20Cup%20Staff%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.tcgplayer.com/search/pokemon/product?productLineName=pokemon&q=%22Nest%20Ball%22%20%22123%22%20%22Sun%20%26%20Moon%22%20%22League%20Cup%20Staff%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.pricecharting.com/search-products?q=%22Nest%20Ball%22%20%22123%22%20%22Sun%20%26%20Moon%22%20%22League%20Cup%20Staff%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos&type=prices
48,sm1,Sun & Moon,20,Tsareena,League Stamp,league_stamp,exact_finish_binding_missing,marketplace_title_review_exhausted,Accept only if one source proves set + card number + card name + exact stamp/variant + active finish on the same listing/page/scan.,"Reject title-only, generic stamp-family, set-wide, era-wide, or finish-inferred evidence.",https://www.google.com/search?q=%22Tsareena%22%20%2220%22%20%22Sun%20%26%20Moon%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.google.com/search?tbm=isch&q=%22Tsareena%22%20%2220%22%20%22Sun%20%26%20Moon%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.ebay.com/sch/i.html?_nkw=%22Tsareena%22%20%2220%22%20%22Sun%20%26%20Moon%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.ebay.com/sch/i.html?_nkw=%22Tsareena%22%20%2220%22%20%22Sun%20%26%20Moon%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos&LH_Sold=1&LH_Complete=1,https://www.worthpoint.com/inventory/search?query=%22Tsareena%22%20%2220%22%20%22Sun%20%26%20Moon%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.tcgplayer.com/search/pokemon/product?productLineName=pokemon&q=%22Tsareena%22%20%2220%22%20%22Sun%20%26%20Moon%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.pricecharting.com/search-products?q=%22Tsareena%22%20%2220%22%20%22Sun%20%26%20Moon%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos&type=prices
49,sm2,Guardians Rising,119,Aqua Patch,League Cup Staff Stamp,league_cup_staff_stamp,exact_finish_binding_missing,marketplace_title_review_exhausted,Accept only if one source proves set + card number + card name + exact stamp/variant + active finish on the same listing/page/scan.,"Reject title-only, generic stamp-family, set-wide, era-wide, or finish-inferred evidence.",https://www.google.com/search?q=%22Aqua%20Patch%22%20%22119%22%20%22Guardians%20Rising%22%20%22League%20Cup%20Staff%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.google.com/search?tbm=isch&q=%22Aqua%20Patch%22%20%22119%22%20%22Guardians%20Rising%22%20%22League%20Cup%20Staff%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.ebay.com/sch/i.html?_nkw=%22Aqua%20Patch%22%20%22119%22%20%22Guardians%20Rising%22%20%22League%20Cup%20Staff%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.ebay.com/sch/i.html?_nkw=%22Aqua%20Patch%22%20%22119%22%20%22Guardians%20Rising%22%20%22League%20Cup%20Staff%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos&LH_Sold=1&LH_Complete=1,https://www.worthpoint.com/inventory/search?query=%22Aqua%20Patch%22%20%22119%22%20%22Guardians%20Rising%22%20%22League%20Cup%20Staff%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.tcgplayer.com/search/pokemon/product?productLineName=pokemon&q=%22Aqua%20Patch%22%20%22119%22%20%22Guardians%20Rising%22%20%22League%20Cup%20Staff%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.pricecharting.com/search-products?q=%22Aqua%20Patch%22%20%22119%22%20%22Guardians%20Rising%22%20%22League%20Cup%20Staff%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos&type=prices
50,sm2,Guardians Rising,55,Oricorio,League Stamp,league_stamp,exact_finish_binding_missing,marketplace_title_review_exhausted,Accept only if one source proves set + card number + card name + exact stamp/variant + active finish on the same listing/page/scan.,"Reject title-only, generic stamp-family, set-wide, era-wide, or finish-inferred evidence.",https://www.google.com/search?q=%22Oricorio%22%20%2255%22%20%22Guardians%20Rising%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.google.com/search?tbm=isch&q=%22Oricorio%22%20%2255%22%20%22Guardians%20Rising%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.ebay.com/sch/i.html?_nkw=%22Oricorio%22%20%2255%22%20%22Guardians%20Rising%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.ebay.com/sch/i.html?_nkw=%22Oricorio%22%20%2255%22%20%22Guardians%20Rising%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos&LH_Sold=1&LH_Complete=1,https://www.worthpoint.com/inventory/search?query=%22Oricorio%22%20%2255%22%20%22Guardians%20Rising%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.tcgplayer.com/search/pokemon/product?productLineName=pokemon&q=%22Oricorio%22%20%2255%22%20%22Guardians%20Rising%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.pricecharting.com/search-products?q=%22Oricorio%22%20%2255%22%20%22Guardians%20Rising%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos&type=prices
51,sm3,Burning Shadows,113,Bodybuilding Dumbbells,League Cup Staff Stamp,league_cup_staff_stamp,exact_finish_binding_missing,marketplace_title_review_exhausted,Accept only if one source proves set + card number + card name + exact stamp/variant + active finish on the same listing/page/scan.,"Reject title-only, generic stamp-family, set-wide, era-wide, or finish-inferred evidence.",https://www.google.com/search?q=%22Bodybuilding%20Dumbbells%22%20%22113%22%20%22Burning%20Shadows%22%20%22League%20Cup%20Staff%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.google.com/search?tbm=isch&q=%22Bodybuilding%20Dumbbells%22%20%22113%22%20%22Burning%20Shadows%22%20%22League%20Cup%20Staff%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.ebay.com/sch/i.html?_nkw=%22Bodybuilding%20Dumbbells%22%20%22113%22%20%22Burning%20Shadows%22%20%22League%20Cup%20Staff%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.ebay.com/sch/i.html?_nkw=%22Bodybuilding%20Dumbbells%22%20%22113%22%20%22Burning%20Shadows%22%20%22League%20Cup%20Staff%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos&LH_Sold=1&LH_Complete=1,https://www.worthpoint.com/inventory/search?query=%22Bodybuilding%20Dumbbells%22%20%22113%22%20%22Burning%20Shadows%22%20%22League%20Cup%20Staff%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.tcgplayer.com/search/pokemon/product?productLineName=pokemon&q=%22Bodybuilding%20Dumbbells%22%20%22113%22%20%22Burning%20Shadows%22%20%22League%20Cup%20Staff%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.pricecharting.com/search-products?q=%22Bodybuilding%20Dumbbells%22%20%22113%22%20%22Burning%20Shadows%22%20%22League%20Cup%20Staff%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos&type=prices
52,sm3,Burning Shadows,41,Raichu,League Stamp,league_stamp,exact_finish_binding_missing,marketplace_title_review_exhausted,Accept only if one source proves set + card number + card name + exact stamp/variant + active finish on the same listing/page/scan.,"Reject title-only, generic stamp-family, set-wide, era-wide, or finish-inferred evidence.",https://www.google.com/search?q=%22Raichu%22%20%2241%22%20%22Burning%20Shadows%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.google.com/search?tbm=isch&q=%22Raichu%22%20%2241%22%20%22Burning%20Shadows%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.ebay.com/sch/i.html?_nkw=%22Raichu%22%20%2241%22%20%22Burning%20Shadows%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.ebay.com/sch/i.html?_nkw=%22Raichu%22%20%2241%22%20%22Burning%20Shadows%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos&LH_Sold=1&LH_Complete=1,https://www.worthpoint.com/inventory/search?query=%22Raichu%22%20%2241%22%20%22Burning%20Shadows%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.tcgplayer.com/search/pokemon/product?productLineName=pokemon&q=%22Raichu%22%20%2241%22%20%22Burning%20Shadows%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.pricecharting.com/search-products?q=%22Raichu%22%20%2241%22%20%22Burning%20Shadows%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos&type=prices
53,sm4,Crimson Invasion,91,Counter Catcher,League Cup Staff Stamp,league_cup_staff_stamp,exact_finish_binding_missing,marketplace_title_review_exhausted,Accept only if one source proves set + card number + card name + exact stamp/variant + active finish on the same listing/page/scan.,"Reject title-only, generic stamp-family, set-wide, era-wide, or finish-inferred evidence.",https://www.google.com/search?q=%22Counter%20Catcher%22%20%2291%22%20%22Crimson%20Invasion%22%20%22League%20Cup%20Staff%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.google.com/search?tbm=isch&q=%22Counter%20Catcher%22%20%2291%22%20%22Crimson%20Invasion%22%20%22League%20Cup%20Staff%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.ebay.com/sch/i.html?_nkw=%22Counter%20Catcher%22%20%2291%22%20%22Crimson%20Invasion%22%20%22League%20Cup%20Staff%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.ebay.com/sch/i.html?_nkw=%22Counter%20Catcher%22%20%2291%22%20%22Crimson%20Invasion%22%20%22League%20Cup%20Staff%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos&LH_Sold=1&LH_Complete=1,https://www.worthpoint.com/inventory/search?query=%22Counter%20Catcher%22%20%2291%22%20%22Crimson%20Invasion%22%20%22League%20Cup%20Staff%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.tcgplayer.com/search/pokemon/product?productLineName=pokemon&q=%22Counter%20Catcher%22%20%2291%22%20%22Crimson%20Invasion%22%20%22League%20Cup%20Staff%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.pricecharting.com/search-products?q=%22Counter%20Catcher%22%20%2291%22%20%22Crimson%20Invasion%22%20%22League%20Cup%20Staff%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos&type=prices
54,sm5,Ultra Prism,122,Escape Board,League Cup Staff Stamp,league_cup_staff_stamp,exact_finish_binding_missing,marketplace_title_review_exhausted,Accept only if one source proves set + card number + card name + exact stamp/variant + active finish on the same listing/page/scan.,"Reject title-only, generic stamp-family, set-wide, era-wide, or finish-inferred evidence.",https://www.google.com/search?q=%22Escape%20Board%22%20%22122%22%20%22Ultra%20Prism%22%20%22League%20Cup%20Staff%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.google.com/search?tbm=isch&q=%22Escape%20Board%22%20%22122%22%20%22Ultra%20Prism%22%20%22League%20Cup%20Staff%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.ebay.com/sch/i.html?_nkw=%22Escape%20Board%22%20%22122%22%20%22Ultra%20Prism%22%20%22League%20Cup%20Staff%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.ebay.com/sch/i.html?_nkw=%22Escape%20Board%22%20%22122%22%20%22Ultra%20Prism%22%20%22League%20Cup%20Staff%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos&LH_Sold=1&LH_Complete=1,https://www.worthpoint.com/inventory/search?query=%22Escape%20Board%22%20%22122%22%20%22Ultra%20Prism%22%20%22League%20Cup%20Staff%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.tcgplayer.com/search/pokemon/product?productLineName=pokemon&q=%22Escape%20Board%22%20%22122%22%20%22Ultra%20Prism%22%20%22League%20Cup%20Staff%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.pricecharting.com/search-products?q=%22Escape%20Board%22%20%22122%22%20%22Ultra%20Prism%22%20%22League%20Cup%20Staff%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos&type=prices
55,sm5,Ultra Prism,83,Magnezone,League Stamp,league_stamp,exact_finish_binding_missing,marketplace_title_review_exhausted,Accept only if one source proves set + card number + card name + exact stamp/variant + active finish on the same listing/page/scan.,"Reject title-only, generic stamp-family, set-wide, era-wide, or finish-inferred evidence.",https://www.google.com/search?q=%22Magnezone%22%20%2283%22%20%22Ultra%20Prism%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.google.com/search?tbm=isch&q=%22Magnezone%22%20%2283%22%20%22Ultra%20Prism%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.ebay.com/sch/i.html?_nkw=%22Magnezone%22%20%2283%22%20%22Ultra%20Prism%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.ebay.com/sch/i.html?_nkw=%22Magnezone%22%20%2283%22%20%22Ultra%20Prism%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos&LH_Sold=1&LH_Complete=1,https://www.worthpoint.com/inventory/search?query=%22Magnezone%22%20%2283%22%20%22Ultra%20Prism%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.tcgplayer.com/search/pokemon/product?productLineName=pokemon&q=%22Magnezone%22%20%2283%22%20%22Ultra%20Prism%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.pricecharting.com/search-products?q=%22Magnezone%22%20%2283%22%20%22Ultra%20Prism%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos&type=prices
56,sm7,Celestial Storm,142,Rare Candy,League Stamp,league_stamp,exact_finish_binding_missing,marketplace_title_review_exhausted,Accept only if one source proves set + card number + card name + exact stamp/variant + active finish on the same listing/page/scan.,"Reject title-only, generic stamp-family, set-wide, era-wide, or finish-inferred evidence.",https://www.google.com/search?q=%22Rare%20Candy%22%20%22142%22%20%22Celestial%20Storm%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.google.com/search?tbm=isch&q=%22Rare%20Candy%22%20%22142%22%20%22Celestial%20Storm%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.ebay.com/sch/i.html?_nkw=%22Rare%20Candy%22%20%22142%22%20%22Celestial%20Storm%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.ebay.com/sch/i.html?_nkw=%22Rare%20Candy%22%20%22142%22%20%22Celestial%20Storm%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos&LH_Sold=1&LH_Complete=1,https://www.worthpoint.com/inventory/search?query=%22Rare%20Candy%22%20%22142%22%20%22Celestial%20Storm%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.tcgplayer.com/search/pokemon/product?productLineName=pokemon&q=%22Rare%20Candy%22%20%22142%22%20%22Celestial%20Storm%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos,https://www.pricecharting.com/search-products?q=%22Rare%20Candy%22%20%22142%22%20%22Celestial%20Storm%22%20%22League%20Stamp%22%20%22Pokemon%20card%22%20finish%20holo%20reverse%20normal%20cosmos&type=prices
